dcid,year,inflationPercentAverageConsumerPrices
country/AZE,2016,12.448
country/AZE,2017,12.937
country/AZE,2018,2.262
country/AZE,2019,2.595
country/AZE,2020,2.763
country/AZE,2021,6.664
country/AZE,2022,13.859
country/AZE,2023,10.329
country/AZE,2024,5.65
country/AZE,2025,5.0
country/AZE,2026,4.5
country/AZE,2027,4.0
country/AZE,2028,4.0
country/BLR,1993,1190.316
country/BLR,1994,2220.897
country/BLR,1995,709.297
country/BLR,1996,52.688
country/BLR,1997,63.82
country/BLR,1998,73.018
country/BLR,1999,293.733
country/BLR,2000,168.601
country/BLR,2001,61.133
country/BLR,2002,42.568
country/BLR,2003,28.398
country/BLR,2004,18.094
country/BLR,2005,10.336
country/BLR,2006,6.992
country/BLR,2007,8.429
country/BLR,2008,14.828
country/BLR,2009,12.95
country/BLR,2010,7.743
country/BLR,2011,53.228
country/BLR,2012,59.218
country/BLR,2013,18.303
country/BLR,2014,18.107
country/BLR,2015,13.523
country/BLR,2016,11.829
country/BLR,2017,6.032
country/BLR,2018,4.867
country/BLR,2019,5.6
country/BLR,2020,5.536
country/BLR,2021,9.453
country/BLR,2022,15.239
country/BLR,2023,4.725
country/BLR,2024,5.704
country/BLR,2025,4.205
country/BLR,2026,5.01
country/BLR,2027,5.402
country/BLR,2028,5.001
country/ALB,1990,0.18
country/ALB,1991,35.717
country/ALB,1992,225.996
country/ALB,1993,85.005
country/ALB,1994,22.565
country/ALB,1995,7.794
country/ALB,1996,12.734
country/ALB,1997,33.167
country/ALB,1998,20.646
country/ALB,1999,0.389
country/ALB,2000,0.039
country/ALB,2001,3.12
country/ALB,2002,5.202
country/ALB,2003,2.363
country/ALB,2004,2.867
country/ALB,2005,2.363
country/ALB,2006,2.37
country/ALB,2007,2.96
country/ALB,2008,3.31
country/ALB,2009,2.231
country/ALB,2010,3.615
country/ALB,2011,3.443
country/ALB,2012,2.036
country/ALB,2013,1.925
country/ALB,2014,1.613
country/ALB,2015,1.868
country/ALB,2016,1.287
country/ALB,2017,1.985
country/ALB,2018,2.029
country/ALB,2019,1.411
country/ALB,2020,1.621
country/ALB,2021,2.043
country/ALB,2022,6.726
country/ALB,2023,4.777
country/ALB,2024,3.986
country/ALB,2025,3.165
country/ALB,2026,2.957
country/ALB,2027,3.003
country/ALB,2028,3.024
country/GEO,1997,7.161
country/GEO,1998,3.564
country/GEO,1999,19.144
country/GEO,2000,3.988
country/GEO,2001,4.719
country/GEO,2002,5.607
country/GEO,2003,4.762
country/GEO,2004,5.656
country/GEO,2005,8.247
country/GEO,2006,9.161
country/GEO,2007,9.245
country/GEO,2008,9.999
country/GEO,2009,1.728
country/GEO,2010,7.111
country/GEO,2011,8.543
country/GEO,2012,0.944
country/GEO,2013,0.512
country/GEO,2014,3.069
country/GEO,2015,4.004
country/GEO,2016,2.135
country/GEO,2017,6.035
country/GEO,2018,2.615
country/GEO,2019,4.853
country/GEO,2020,5.202
country/GEO,2021,9.567
country/GEO,2022,11.898
country/GEO,2023,2.428
country/GEO,2024,2.735
country/GEO,2025,3.0
country/GEO,2026,3.0
country/GEO,2027,3.0
country/GEO,2028,3.0
country/KAZ,1993,1662.275
country/KAZ,1994,1401.987
country/KAZ,1995,176.379
country/KAZ,1996,39.18
country/KAZ,1997,17.401
country/KAZ,1998,7.132
country/KAZ,1999,8.323
country/KAZ,2000,13.154
country/KAZ,2001,8.373
country/KAZ,2002,5.853
country/KAZ,2003,6.447
country/KAZ,2004,6.868
country/KAZ,2005,7.521
country/KAZ,2006,8.583
country/KAZ,2007,10.779
country/KAZ,2008,17.148
country/KAZ,2009,7.3
country/KAZ,2010,7.125
country/KAZ,2011,8.354
country/KAZ,2012,5.118
country/KAZ,2013,5.829
country/KAZ,2014,6.717
country/KAZ,2015,6.651
country/KAZ,2016,14.556
country/KAZ,2017,7.429
country/KAZ,2018,6.025
country/KAZ,2019,5.244
country/KAZ,2020,6.799
country/KAZ,2021,8.002
country/KAZ,2022,14.956
country/KAZ,2023,15.012
country/KAZ,2024,9.003
country/KAZ,2025,6.726
country/KAZ,2026,5.821
country/KAZ,2027,5.09
country/KAZ,2028,5.0
country/KGZ,1993,1086.19
country/KGZ,1994,180.683
country/KGZ,1995,42.174
country/KGZ,1996,31.947
country/KGZ,1997,23.435
country/KGZ,1998,10.457
country/KGZ,1999,35.901
country/KGZ,2000,19.688
country/KGZ,2001,6.92
country/KGZ,2002,2.134
country/KGZ,2003,2.975
country/KGZ,2004,4.111
country/KGZ,2005,4.339
country/KGZ,2006,5.552
country/KGZ,2007,10.23
country/KGZ,2008,24.52
country/KGZ,2009,6.837
country/KGZ,2010,7.968
country/KGZ,2011,16.636
country/KGZ,2012,2.768
country/KGZ,2013,6.614
country/KGZ,2014,7.534
country/KGZ,2015,6.503
country/KGZ,2016,0.389
country/KGZ,2017,3.175
country/KGZ,2018,1.543
country/KGZ,2019,1.136
country/KGZ,2020,6.323
country/KGZ,2021,11.908
country/KGZ,2022,13.91
country/KGZ,2023,11.66
country/KGZ,2024,8.568
country/KGZ,2025,6.625
country/KGZ,2026,5.536
country/KGZ,2027,4.768
country/KGZ,2028,4.0
country/BGR,1981,0.002
country/BGR,1982,2.8
country/BGR,1983,2.8
country/BGR,1984,2.8
country/BGR,1985,2.8
country/BGR,1986,2.7
country/BGR,1987,2.7
country/BGR,1988,2.5
country/BGR,1989,6.404
country/BGR,1990,23.9
country/BGR,1991,333.5
country/BGR,1992,82.0
country/BGR,1993,72.804
country/BGR,1994,96.0
country/BGR,1995,62.1
country/BGR,1996,123.0
country/BGR,1997,1061.206
country/BGR,1998,18.679
country/BGR,1999,2.572
country/BGR,2000,10.318
country/BGR,2001,7.358
country/BGR,2002,5.813
country/BGR,2003,2.348
country/BGR,2004,6.149
country/BGR,2005,6.038
country/BGR,2006,7.416
country/BGR,2007,7.572
country/BGR,2008,11.951
country/BGR,2009,2.469
country/BGR,2010,3.039
country/BGR,2011,3.386
country/BGR,2012,2.391
country/BGR,2013,0.385
country/BGR,2014,1.601
country/BGR,2015,1.067
country/BGR,2016,1.323
country/BGR,2017,1.188
country/BGR,2018,2.631
country/BGR,2019,2.457
country/BGR,2020,1.219
country/BGR,2021,2.842
country/BGR,2022,13.019
country/BGR,2023,8.498
country/BGR,2024,3.012
country/BGR,2025,2.07
country/BGR,2026,2.0
country/BGR,2027,2.0
country/BGR,2028,2.0
country/MDA,1993,788.503
country/MDA,1994,329.636
country/MDA,1995,30.216
country/MDA,1996,23.506
country/MDA,1997,11.773
country/MDA,1998,7.696
country/MDA,1999,39.262
country/MDA,2000,31.206
country/MDA,2001,9.641
country/MDA,2002,5.219
country/MDA,2003,11.667
country/MDA,2004,12.426
country/MDA,2005,11.851
country/MDA,2006,12.707
country/MDA,2007,12.382
country/MDA,2008,12.704
country/MDA,2009,0.006
country/MDA,2010,7.358
country/MDA,2011,7.65
country/MDA,2012,4.558
country/MDA,2013,4.569
country/MDA,2014,5.058
country/MDA,2015,9.628
country/MDA,2016,6.358
country/MDA,2017,6.506
country/MDA,2018,3.59
country/MDA,2019,4.846
country/MDA,2020,3.771
country/MDA,2021,5.099
country/MDA,2022,28.567
country/MDA,2023,13.324
country/MDA,2024,5.0
country/MDA,2025,5.0
country/MDA,2026,5.0
country/MDA,2027,5.0
country/MDA,2028,5.0
country/RUS,1993,874.255
country/RUS,1994,307.547
country/RUS,1995,197.3
country/RUS,1996,47.752
country/RUS,1997,14.761
country/RUS,1998,27.686
country/RUS,1999,85.746
country/RUS,2000,20.799
country/RUS,2001,21.477
country/RUS,2002,15.789
country/RUS,2003,13.663
country/RUS,2004,10.889
country/RUS,2005,12.685
country/RUS,2006,9.669
country/RUS,2007,9.007
country/RUS,2008,14.111
country/RUS,2009,11.647
country/RUS,2010,6.849
country/RUS,2011,8.44
country/RUS,2012,5.075
country/RUS,2013,6.754
country/RUS,2014,7.823
country/RUS,2015,15.534
country/RUS,2016,7.042
country/RUS,2017,3.683
country/RUS,2018,2.878
country/RUS,2019,4.47
country/RUS,2020,3.382
country/RUS,2021,6.694
country/RUS,2022,13.767
country/RUS,2023,5.277
country/RUS,2024,6.337
country/RUS,2025,4.0
country/RUS,2026,4.0
country/RUS,2027,4.0
country/RUS,2028,4.0
country/TJK,1993,2600.715
country/TJK,1994,350.358
country/TJK,1995,612.481
country/TJK,1996,418.472
country/TJK,1997,87.956
country/TJK,1998,43.175
country/TJK,1999,27.452
country/TJK,2000,32.851
country/TJK,2001,38.592
country/TJK,2002,12.227
country/TJK,2003,16.356
country/TJK,2004,7.206
country/TJK,2005,7.277
country/TJK,2006,9.969
country/TJK,2007,13.168
country/TJK,2008,20.429
country/TJK,2009,6.419
country/TJK,2010,6.463
country/TJK,2011,12.422
country/TJK,2012,5.796
country/TJK,2013,5.035
country/TJK,2014,6.077
country/TJK,2015,5.781
country/TJK,2016,5.914
country/TJK,2017,7.31
country/TJK,2018,3.843
country/TJK,2019,7.79
country/TJK,2020,8.58
country/TJK,2021,8.974
country/TJK,2022,6.641
country/TJK,2023,4.617
country/TJK,2024,5.75
country/TJK,2025,6.5
country/TJK,2026,6.5
country/TJK,2027,6.5
country/TJK,2028,6.5
country/CHN,1981,2.5
country/CHN,1982,2.0
country/CHN,1983,2.0
country/CHN,1984,2.7
country/CHN,1985,9.3
country/CHN,1986,6.5
country/CHN,1987,7.3
country/CHN,1988,18.8
country/CHN,1989,18.0
country/CHN,1990,3.1
country/CHN,1991,3.4
country/CHN,1992,6.4
country/CHN,1993,14.762
country/CHN,1994,24.265
country/CHN,1995,16.758
country/CHN,1996,8.299
country/CHN,1997,2.789
country/CHN,1998,0.775
country/CHN,1999,1.399
country/CHN,2000,0.356
country/CHN,2001,0.71
country/CHN,2002,0.737
country/CHN,2003,1.126
country/CHN,2004,3.831
country/CHN,2005,1.78
country/CHN,2006,1.646
country/CHN,2007,4.818
country/CHN,2008,5.909
country/CHN,2009,0.727
country/CHN,2010,3.176
country/CHN,2011,5.534
country/CHN,2012,2.609
country/CHN,2013,2.568
country/CHN,2014,2.051
country/CHN,2015,1.542
country/CHN,2016,2.123
country/CHN,2017,1.521
country/CHN,2018,1.925
country/CHN,2019,2.902
country/CHN,2020,2.487
country/CHN,2021,0.853
country/CHN,2022,1.878
country/CHN,2023,0.658
country/CHN,2024,1.691
country/CHN,2025,2.164
country/CHN,2026,2.222
country/CHN,2027,2.222
country/CHN,2028,2.222
country/TKM,1993,3102.4
country/TKM,1994,1748.3
country/TKM,1995,1005.261
country/TKM,1996,992.389
country/TKM,1997,83.722
country/TKM,1998,16.771
country/TKM,1999,23.465
country/TKM,2000,8.04
country/TKM,2001,11.632
country/TKM,2002,8.753
country/TKM,2003,5.587
country/TKM,2004,5.885
country/TKM,2005,10.708
country/TKM,2006,8.157
country/TKM,2007,6.259
country/TKM,2008,14.539
country/TKM,2009,2.672
country/TKM,2010,4.447
country/TKM,2011,5.277
country/TKM,2012,5.314
country/TKM,2013,6.814
country/TKM,2014,6.009
country/TKM,2015,7.405
country/TKM,2016,3.646
country/TKM,2017,8.041
country/TKM,2018,13.3
country/TKM,2019,5.092
country/TKM,2020,6.1
country/TKM,2021,19.479
country/TKM,2022,11.211
country/TKM,2023,5.896
country/TKM,2024,10.499
country/TKM,2025,10.0
country/TKM,2026,10.0
country/TKM,2027,10.0
country/TKM,2028,10.0
country/UKR,1993,4734.881
country/UKR,1994,891.188
country/UKR,1995,376.746
country/UKR,1996,80.23
country/UKR,1997,15.886
country/UKR,1998,10.577
country/UKR,1999,22.684
country/UKR,2000,28.203
country/UKR,2001,11.959
country/UKR,2002,0.757
country/UKR,2003,5.21
country/UKR,2004,9.036
country/UKR,2005,13.52
country/UKR,2006,9.076
country/UKR,2007,12.843
country/UKR,2008,25.201
country/UKR,2009,15.9
country/UKR,2010,9.365
country/UKR,2011,7.958
country/UKR,2012,0.565
country/UKR,2013,0.261
country/UKR,2014,12.1
country/UKR,2015,48.684
country/UKR,2016,13.913
country/UKR,2017,14.443
country/UKR,2018,10.947
country/UKR,2019,7.886
country/UKR,2020,2.74
country/UKR,2021,9.361
country/UKR,2022,20.183
country/UKR,2023,17.655
country/UKR,2024,12.967
country/UKR,2025,8.621
country/UKR,2026,6.677
country/UKR,2027,5.453
country/UKR,2028,5.0
country/UZB,1993,534.18
country/UZB,1994,1568.333
country/UZB,1995,304.597
country/UZB,1996,53.961
country/UZB,1997,70.857
country/UZB,1998,28.981
country/UZB,1999,29.103
country/UZB,2000,25.006
country/UZB,2001,27.251
country/UZB,2002,27.291
country/UZB,2003,12.494
country/UZB,2004,7.325
country/UZB,2005,10.703
country/UZB,2006,13.109
country/UZB,2007,11.154
country/UZB,2008,13.128
country/UZB,2009,12.298
country/UZB,2010,12.304
country/UZB,2011,12.447
country/UZB,2012,11.9
country/UZB,2013,11.7
country/UZB,2014,9.079
country/UZB,2015,8.464
country/UZB,2016,8.824
country/UZB,2017,13.876
country/UZB,2018,17.524
country/UZB,2019,14.526
country/UZB,2020,12.868
country/UZB,2021,10.849
country/UZB,2022,11.447
country/UZB,2023,10.21
country/UZB,2024,10.019
country/UZB,2025,10.377
country/UZB,2026,8.185
country/UZB,2027,6.288
country/UZB,2028,5.226
country/CZE,1996,8.759
country/CZE,1997,8.596
country/CZE,1998,10.698
country/CZE,1999,2.135
country/CZE,2000,3.775
country/CZE,2001,4.663
country/CZE,2002,1.903
country/CZE,2003,0.119
country/CZE,2004,2.76
country/CZE,2005,1.857
country/CZE,2006,2.534
country/CZE,2007,2.853
country/CZE,2008,6.359
country/CZE,2009,1.019
country/CZE,2010,1.473
country/CZE,2011,1.917
country/CZE,2012,3.288
country/CZE,2013,1.438
country/CZE,2014,0.344
country/CZE,2015,0.309
country/CZE,2016,0.684
country/CZE,2017,2.451
country/CZE,2018,2.149
country/CZE,2019,2.848
country/CZE,2020,3.161
country/CZE,2021,3.84
country/CZE,2022,15.1
country/CZE,2023,10.916
country/CZE,2024,4.621
country/CZE,2025,2.1
country/CZE,2026,2.0
country/CZE,2027,2.0
country/CZE,2028,2.0
country/SVK,1994,13.464
country/SVK,1995,9.901
country/SVK,1996,5.782
country/SVK,1997,6.033
country/SVK,1998,6.691
country/SVK,1999,10.461
country/SVK,2000,12.161
country/SVK,2001,7.144
country/SVK,2002,3.489
country/SVK,2003,8.417
country/SVK,2004,7.451
country/SVK,2005,2.779
country/SVK,2006,4.266
country/SVK,2007,1.9
country/SVK,2008,3.95
country/SVK,2009,0.937
country/SVK,2010,0.699
country/SVK,2011,4.072
country/SVK,2012,3.731
country/SVK,2013,1.459
country/SVK,2014,0.095
country/SVK,2015,0.33
country/SVK,2016,0.471
country/SVK,2017,1.392
country/SVK,2018,2.53
country/SVK,2019,2.766
country/SVK,2020,2.007
country/SVK,2021,2.822
country/SVK,2022,12.128
country/SVK,2023,10.933
country/SVK,2024,4.826
country/SVK,2025,2.324
country/SVK,2026,1.918
country/SVK,2027,1.78
country/SVK,2028,1.827
country/EST,1994,47.656
country/EST,1995,29.003
country/EST,1996,19.742
country/EST,1997,9.311
country/EST,1998,8.782
country/EST,1999,3.098
country/EST,2000,3.932
country/EST,2001,5.626
country/EST,2002,3.588
country/EST,2003,1.387
country/EST,2004,3.038
country/EST,2005,4.117
country/EST,2006,4.444
country/EST,2007,6.745
country/EST,2008,10.606
country/EST,2009,0.199
country/EST,2010,2.741
country/EST,2011,5.08
country/EST,2012,4.219
country/EST,2013,3.247
country/EST,2014,0.476
country/EST,2015,0.068
country/EST,2016,0.8
country/EST,2017,3.651
country/EST,2018,3.412
country/EST,2019,2.268
country/EST,2020,0.634
country/EST,2021,4.487
country/EST,2022,19.447
country/EST,2023,9.985
country/EST,2024,3.769
country/EST,2025,3.2
country/EST,2026,2.8
country/EST,2027,2.5
country/EST,2028,2.5
country/LVA,1993,109.2
country/LVA,1994,35.9
country/LVA,1995,25.0
country/LVA,1996,17.6
country/LVA,1997,8.074
country/LVA,1998,4.295
country/LVA,1999,2.114
country/LVA,2000,2.633
country/LVA,2001,2.526
country/LVA,2002,1.963
country/LVA,2003,2.94
country/LVA,2004,6.187
country/LVA,2005,6.89
country/LVA,2006,6.571
country/LVA,2007,10.081
country/LVA,2008,15.253
country/LVA,2009,3.259
country/LVA,2010,1.224
country/LVA,2011,4.222
country/LVA,2012,2.285
country/LVA,2013,0.011
country/LVA,2014,0.69
country/LVA,2015,0.213
country/LVA,2016,0.099
country/LVA,2017,2.894
country/LVA,2018,2.554
country/LVA,2019,2.747
country/LVA,2020,0.081
country/LVA,2021,3.239
country/LVA,2022,17.245
country/LVA,2023,9.881
country/LVA,2024,4.185
country/LVA,2025,3.314
country/LVA,2026,2.435
country/LVA,2027,2.338
country/LVA,2028,2.292
country/SRB,1998,30.0
country/SRB,1999,41.1
country/SRB,2000,70.0
country/SRB,2001,80.744
country/SRB,2002,8.868
country/SRB,2003,2.901
country/SRB,2004,10.602
country/SRB,2005,16.253
country/SRB,2006,10.732
country/SRB,2007,6.002
country/SRB,2008,12.411
country/SRB,2009,8.117
country/SRB,2010,6.143
country/SRB,2011,11.137
country/SRB,2012,7.33
country/SRB,2013,7.694
country/SRB,2014,2.082
country/SRB,2015,1.392
country/SRB,2016,1.122
country/SRB,2017,3.131
country/SRB,2018,1.96
country/SRB,2019,1.849
country/SRB,2020,1.576
country/SRB,2021,4.085
country/SRB,2022,11.982
country/SRB,2023,12.361
country/SRB,2024,5.331
country/SRB,2025,3.541
country/SRB,2026,3.225
country/SRB,2027,3.016
country/SRB,2028,3.0
country/MNE,2000,29.864
country/MNE,2001,23.729
country/MNE,2002,19.701
country/MNE,2003,7.502
country/MNE,2004,3.099
country/MNE,2005,3.446
country/MNE,2006,2.116
country/MNE,2007,3.365
country/MNE,2008,9.0
country/MNE,2009,3.551
country/MNE,2010,0.381
country/MNE,2011,3.451
country/MNE,2012,4.141
country/MNE,2013,2.207
country/MNE,2014,0.714
country/MNE,2015,1.549
country/MNE,2016,0.258
country/MNE,2017,2.373
country/MNE,2018,2.604
country/MNE,2019,0.366
country/MNE,2020,0.238
country/MNE,2021,2.399
country/MNE,2022,13.05
country/MNE,2023,8.266
country/MNE,2024,4.346
country/MNE,2025,2.559
country/MNE,2026,2.062
country/MNE,2027,1.955
country/MNE,2028,1.905
country/HUN,1980,9.286
country/HUN,1981,4.511
country/HUN,1982,7.016
country/HUN,1983,6.403
country/HUN,1984,8.651
country/HUN,1985,7.007
country/HUN,1986,5.292
country/HUN,1987,8.682
country/HUN,1988,15.788
country/HUN,1989,16.95
country/HUN,1990,28.97
country/HUN,1991,34.234
country/HUN,1992,22.95
country/HUN,1993,22.451
country/HUN,1994,18.866
country/HUN,1995,28.303
country/HUN,1996,23.455
country/HUN,1997,18.295
country/HUN,1998,14.179
country/HUN,1999,10.019
country/HUN,2000,9.788
country/HUN,2001,9.151
country/HUN,2002,5.261
country/HUN,2003,4.658
country/HUN,2004,6.744
country/HUN,2005,3.576
country/HUN,2006,3.904
country/HUN,2007,7.952
country/HUN,2008,6.056
country/HUN,2009,4.198
country/HUN,2010,4.872
country/HUN,2011,3.929
country/HUN,2012,5.661
country/HUN,2013,1.713
country/HUN,2014,0.229
country/HUN,2015,0.066
country/HUN,2016,0.397
country/HUN,2017,2.354
country/HUN,2018,2.839
country/HUN,2019,3.373
country/HUN,2020,3.333
country/HUN,2021,5.105
country/HUN,2022,14.545
country/HUN,2023,17.695
country/HUN,2024,6.597
country/HUN,2025,4.297
country/HUN,2026,3.769
country/HUN,2027,3.23
country/HUN,2028,3.057
country/LTU,1996,23.092
country/LTU,1997,8.735
country/LTU,1998,5.369
country/LTU,1999,1.443
country/LTU,2000,1.094
country/LTU,2001,1.549
country/LTU,2002,0.336
country/LTU,2003,1.077
country/LTU,2004,1.154
country/LTU,2005,2.672
country/LTU,2006,3.757
country/LTU,2007,5.818
country/LTU,2008,11.092
country/LTU,2009,4.161
country/LTU,2010,1.191
country/LTU,2011,4.124
country/LTU,2012,3.164
country/LTU,2013,1.164
country/LTU,2014,0.242
country/LTU,2015,0.677
country/LTU,2016,0.678
country/LTU,2017,3.718
country/LTU,2018,2.531
country/LTU,2019,2.242
country/LTU,2020,1.062
country/LTU,2021,4.625
country/LTU,2022,18.858
country/LTU,2023,9.309
country/LTU,2024,3.901
country/LTU,2025,3.008
country/LTU,2026,2.781
country/LTU,2027,2.51
country/LTU,2028,2.439
country/MNG,1991,120.2
country/MNG,1992,202.875
country/MNG,1993,268.414
country/MNG,1994,193.414
country/MNG,1995,0.218
country/MNG,1996,46.831
country/MNG,1997,30.032
country/MNG,1998,9.59
country/MNG,1999,7.487
country/MNG,2000,11.363
country/MNG,2001,6.255
country/MNG,2002,1.067
country/MNG,2003,5.06
country/MNG,2004,8.247
country/MNG,2005,12.708
country/MNG,2006,4.345
country/MNG,2007,9.643
country/MNG,2008,27.974
country/MNG,2009,7.594
country/MNG,2010,8.305
country/MNG,2011,8.717
country/MNG,2012,13.886
country/MNG,2013,10.582
country/MNG,2014,12.947
country/MNG,2015,6.793
country/MNG,2016,0.75
country/MNG,2017,4.289
country/MNG,2018,6.807
country/MNG,2019,7.32
country/MNG,2020,3.726
country/MNG,2021,7.359
country/MNG,2022,15.153
country/MNG,2023,12.267
country/MNG,2024,12.25
country/MNG,2025,12.0
country/MNG,2026,10.5
country/MNG,2027,8.9
country/MNG,2028,7.0
country/HRV,1993,1518.531
country/HRV,1994,97.505
country/HRV,1995,1.963
country/HRV,1996,3.644
country/HRV,1997,3.709
country/HRV,1998,6.709
country/HRV,1999,4.014
country/HRV,2000,4.605
country/HRV,2001,4.26
country/HRV,2002,2.534
country/HRV,2003,2.399
country/HRV,2004,2.144
country/HRV,2005,2.995
country/HRV,2006,3.288
country/HRV,2007,2.659
country/HRV,2008,5.803
country/HRV,2009,2.225
country/HRV,2010,1.083
country/HRV,2011,2.21
country/HRV,2012,3.353
country/HRV,2013,2.326
country/HRV,2014,0.22
country/HRV,2015,0.256
country/HRV,2016,0.63
country/HRV,2017,1.302
country/HRV,2018,1.557
country/HRV,2019,0.791
country/HRV,2020,0.03
country/HRV,2021,2.724
country/HRV,2022,10.67
country/HRV,2023,8.559
country/HRV,2024,4.209
country/HRV,2025,2.5
country/HRV,2026,2.229
country/HRV,2027,2.191
country/HRV,2028,2.08
country/SVN,1993,31.93
country/SVN,1994,20.864
country/SVN,1995,13.554
country/SVN,1996,9.911
country/SVN,1997,8.343
country/SVN,1998,7.942
country/SVN,1999,6.127
country/SVN,2000,8.934
country/SVN,2001,8.376
country/SVN,2002,7.477
country/SVN,2003,5.539
country/SVN,2004,3.589
country/SVN,2005,2.455
country/SVN,2006,2.462
country/SVN,2007,3.664
country/SVN,2008,5.651
country/SVN,2009,0.843
country/SVN,2010,1.797
country/SVN,2011,1.799
country/SVN,2012,2.595
country/SVN,2013,1.771
country/SVN,2014,0.202
country/SVN,2015,0.524
country/SVN,2016,0.052
country/SVN,2017,1.431
