GROUPING ID,Variable,Legend,SERIES_CODE,SERIES_DESCRIPTION,VARIABLE_CODE,VARIABLE_DESCRIPTION
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_RES,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Place of residence]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_SEX,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Sex]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_SEXO,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Sexual orientation]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_SEXOGENID,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Sexual orientation and gender identity]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_SOCIOECON,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Socioeconomic status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_WEDLOCK,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Born out of wedlock]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__GROUNDS_OF_DISCRIMINATION--GRD_WORK,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Grounds of discrimination = Work status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_AGE,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Age]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_COLR,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Colour]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_DIS,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Disability]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_ETH,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Ethnic]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_ETHI,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Ethnic or immigration status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_ETHIO,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Ethnic or migration origin]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_MARFAM,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Marital and family status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_MIG,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Migration status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_NATION,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Nationality]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_OTHER,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Other]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_POLVIEW,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Political opinion]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_PREGY,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Pregnancy]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_RELIGION,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Religion or belief]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_RES,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Place of residence]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_SEX,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Sex]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_SEXO,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Sexual orientation]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_SOCIOECON,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Socioeconomic status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_WEDLOCK,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Born out of wedlock]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--F__GROUNDS_OF_DISCRIMINATION--GRD_WORK,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Female | Grounds of discrimination = Work status]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--M,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Male]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_AGE,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Male | Grounds of discrimination = Age]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_COLR,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Male | Grounds of discrimination = Colour]"
,,,VC_VOV_GDSD,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",VC_VOV_GDSD@URBANISATION--R__SEX--M__GROUNDS_OF_DISCRIMINATION--GRD_DIS,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) [Location = Rural | Sex = Male | Grounds of discrimination = Disability]"
