GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,DISPLAY,POPULATION_TYPE,VARIABLE,SERIES,SERIES_Name
EMP_PIFL_RT.1068,"Share of employment outside the formal sector (Female, Married) by Education levels according to ISCED97",Post-secondary non-tertiary education (ISCED97_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_4__MARITAL_STATUS--MTS_MRD,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1068,"Share of employment outside the formal sector (Female, Married) by Education levels according to ISCED97",First stage of tertiary education (not leading directly to an advanced research qualification) (ISCED97_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_5__MARITAL_STATUS--MTS_MRD,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1068,"Share of employment outside the formal sector (Female, Married) by Education levels according to ISCED97",Second stage of tertiary education (leading to an advanced research qualification) (ISCED97_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_6__MARITAL_STATUS--MTS_MRD,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1069,"Share of employment outside the formal sector (Female, Married / Union / Cohabiting) by Education levels according to ISCED97",Pre-primary education (ISCED97_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_0__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1069,"Share of employment outside the formal sector (Female, Married / Union / Cohabiting) by Education levels according to ISCED97",Primary education or first stage of basic education (ISCED97_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_1__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1069,"Share of employment outside the formal sector (Female, Married / Union / Cohabiting) by Education levels according to ISCED97",Lower secondary or second stage of basic education (ISCED97_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_2__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1069,"Share of employment outside the formal sector (Female, Married / Union / Cohabiting) by Education levels according to ISCED97",Upper secondary education (ISCED97_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_3__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1069,"Share of employment outside the formal sector (Female, Married / Union / Cohabiting) by Education levels according to ISCED97",Post-secondary non-tertiary education (ISCED97_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_4__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1069,"Share of employment outside the formal sector (Female, Married / Union / Cohabiting) by Education levels according to ISCED97",First stage of tertiary education (not leading directly to an advanced research qualification) (ISCED97_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_5__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1069,"Share of employment outside the formal sector (Female, Married / Union / Cohabiting) by Education levels according to ISCED97",Second stage of tertiary education (leading to an advanced research qualification) (ISCED97_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_6__MARITAL_STATUS--MTS_2,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1070,"Share of employment outside the formal sector (Female, Single) by Education levels according to ISCED97",Pre-primary education (ISCED97_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_0__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1070,"Share of employment outside the formal sector (Female, Single) by Education levels according to ISCED97",Primary education or first stage of basic education (ISCED97_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_1__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1070,"Share of employment outside the formal sector (Female, Single) by Education levels according to ISCED97",Lower secondary or second stage of basic education (ISCED97_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_2__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1070,"Share of employment outside the formal sector (Female, Single) by Education levels according to ISCED97",Upper secondary education (ISCED97_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_3__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1070,"Share of employment outside the formal sector (Female, Single) by Education levels according to ISCED97",Post-secondary non-tertiary education (ISCED97_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_4__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1070,"Share of employment outside the formal sector (Female, Single) by Education levels according to ISCED97",First stage of tertiary education (not leading directly to an advanced research qualification) (ISCED97_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_5__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1070,"Share of employment outside the formal sector (Female, Single) by Education levels according to ISCED97",Second stage of tertiary education (leading to an advanced research qualification) (ISCED97_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_6__MARITAL_STATUS--MTS_SGLE,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1071,"Share of employment outside the formal sector (Female, Single / Widowed / Divorced) by Education levels according to ISCED97",Pre-primary education (ISCED97_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_0__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1071,"Share of employment outside the formal sector (Female, Single / Widowed / Divorced) by Education levels according to ISCED97",Primary education or first stage of basic education (ISCED97_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_1__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1071,"Share of employment outside the formal sector (Female, Single / Widowed / Divorced) by Education levels according to ISCED97",Lower secondary or second stage of basic education (ISCED97_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_2__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1071,"Share of employment outside the formal sector (Female, Single / Widowed / Divorced) by Education levels according to ISCED97",Upper secondary education (ISCED97_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_3__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1071,"Share of employment outside the formal sector (Female, Single / Widowed / Divorced) by Education levels according to ISCED97",Post-secondary non-tertiary education (ISCED97_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_4__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1071,"Share of employment outside the formal sector (Female, Single / Widowed / Divorced) by Education levels according to ISCED97",First stage of tertiary education (not leading directly to an advanced research qualification) (ISCED97_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_5__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1071,"Share of employment outside the formal sector (Female, Single / Widowed / Divorced) by Education levels according to ISCED97",Second stage of tertiary education (leading to an advanced research qualification) (ISCED97_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_6__MARITAL_STATUS--MTS_1,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1072,"Share of employment outside the formal sector (Female, Union / Cohabiting) by Education levels according to ISCED97",Pre-primary education (ISCED97_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_0__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1072,"Share of employment outside the formal sector (Female, Union / Cohabiting) by Education levels according to ISCED97",Primary education or first stage of basic education (ISCED97_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_1__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1072,"Share of employment outside the formal sector (Female, Union / Cohabiting) by Education levels according to ISCED97",Lower secondary or second stage of basic education (ISCED97_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_2__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1072,"Share of employment outside the formal sector (Female, Union / Cohabiting) by Education levels according to ISCED97",Upper secondary education (ISCED97_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_3__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1072,"Share of employment outside the formal sector (Female, Union / Cohabiting) by Education levels according to ISCED97",Post-secondary non-tertiary education (ISCED97_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_4__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1072,"Share of employment outside the formal sector (Female, Union / Cohabiting) by Education levels according to ISCED97",First stage of tertiary education (not leading directly to an advanced research qualification) (ISCED97_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_5__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1072,"Share of employment outside the formal sector (Female, Union / Cohabiting) by Education levels according to ISCED97",Second stage of tertiary education (leading to an advanced research qualification) (ISCED97_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_6__MARITAL_STATUS--MTS_UNION,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1073,"Share of employment outside the formal sector (Female, Widowed) by Education levels according to ISCED97",Pre-primary education (ISCED97_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_0__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1073,"Share of employment outside the formal sector (Female, Widowed) by Education levels according to ISCED97",Primary education or first stage of basic education (ISCED97_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_1__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1073,"Share of employment outside the formal sector (Female, Widowed) by Education levels according to ISCED97",Lower secondary or second stage of basic education (ISCED97_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_2__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1073,"Share of employment outside the formal sector (Female, Widowed) by Education levels according to ISCED97",Upper secondary education (ISCED97_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_3__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1073,"Share of employment outside the formal sector (Female, Widowed) by Education levels according to ISCED97",Post-secondary non-tertiary education (ISCED97_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_4__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1073,"Share of employment outside the formal sector (Female, Widowed) by Education levels according to ISCED97",First stage of tertiary education (not leading directly to an advanced research qualification) (ISCED97_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_5__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1073,"Share of employment outside the formal sector (Female, Widowed) by Education levels according to ISCED97",Second stage of tertiary education (leading to an advanced research qualification) (ISCED97_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--F__EDUCATION_LEVEL--ISCED97_6__MARITAL_STATUS--MTS_WID,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1074,"Share of employment outside the formal sector (Male, Divorced or legally separated) by Education levels according to ISCED97",Pre-primary education (ISCED97_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_0__MARITAL_STATUS--MTS_SEP,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1074,"Share of employment outside the formal sector (Male, Divorced or legally separated) by Education levels according to ISCED97",Primary education or first stage of basic education (ISCED97_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_1__MARITAL_STATUS--MTS_SEP,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1074,"Share of employment outside the formal sector (Male, Divorced or legally separated) by Education levels according to ISCED97",Lower secondary or second stage of basic education (ISCED97_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_2__MARITAL_STATUS--MTS_SEP,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1074,"Share of employment outside the formal sector (Male, Divorced or legally separated) by Education levels according to ISCED97",Upper secondary education (ISCED97_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_3__MARITAL_STATUS--MTS_SEP,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1074,"Share of employment outside the formal sector (Male, Divorced or legally separated) by Education levels according to ISCED97",Post-secondary non-tertiary education (ISCED97_4),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_4__MARITAL_STATUS--MTS_SEP,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1074,"Share of employment outside the formal sector (Male, Divorced or legally separated) by Education levels according to ISCED97",First stage of tertiary education (not leading directly to an advanced research qualification) (ISCED97_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_5__MARITAL_STATUS--MTS_SEP,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1074,"Share of employment outside the formal sector (Male, Divorced or legally separated) by Education levels according to ISCED97",Second stage of tertiary education (leading to an advanced research qualification) (ISCED97_6),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_6__MARITAL_STATUS--MTS_SEP,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1075,"Share of employment outside the formal sector (Male, Marital status not elsewhere classified) by Education levels according to ISCED97",Pre-primary education (ISCED97_0),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_0__MARITAL_STATUS--MTS_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1075,"Share of employment outside the formal sector (Male, Marital status not elsewhere classified) by Education levels according to ISCED97",Primary education or first stage of basic education (ISCED97_1),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_1__MARITAL_STATUS--MTS_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1075,"Share of employment outside the formal sector (Male, Marital status not elsewhere classified) by Education levels according to ISCED97",Lower secondary or second stage of basic education (ISCED97_2),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_2__MARITAL_STATUS--MTS_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1075,"Share of employment outside the formal sector (Male, Marital status not elsewhere classified) by Education levels according to ISCED97",Upper secondary education (ISCED97_3),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_3__MARITAL_STATUS--MTS_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1075,"Share of employment outside the formal sector (Male, Marital status not elsewhere classified) by Education levels according to ISCED97",First stage of tertiary education (not leading directly to an advanced research qualification) (ISCED97_5),,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_5__MARITAL_STATUS--MTS_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1075,"Share of employment outside the formal sector (Male, Marital status not elsewhere classified) by Education levels according to ISCED97",Pre-primary education (ISCED97_0),DROP,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_0__MARITAL_STATUS--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1075,"Share of employment outside the formal sector (Male, Marital status not elsewhere classified) by Education levels according to ISCED97",Primary education or first stage of basic education (ISCED97_1),DROP,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_1__MARITAL_STATUS--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1075,"Share of employment outside the formal sector (Male, Marital status not elsewhere classified) by Education levels according to ISCED97",Lower secondary or second stage of basic education (ISCED97_2),DROP,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_2__MARITAL_STATUS--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
EMP_PIFL_RT.1075,"Share of employment outside the formal sector (Male, Marital status not elsewhere classified) by Education levels according to ISCED97",Upper secondary education (ISCED97_3),DROP,,ILO_EMP_PIFL_RT,ilo/EMP_PIFL_RT.SEX--M__EDUCATION_LEVEL--ISCED97_3__MARITAL_STATUS--_X,EMP_PIFL_RT,Share of employment outside the formal sector 
