,GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,SERIES_CODE,SERIES_DESCRIPTION,VARIABLE_CODE,VARIABLE_DESCRIPTION,Node
,SL_EMP_EARN.4,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Managers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_1,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Managers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_1
,SL_EMP_EARN.4,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Professionals,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_2,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Professionals]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_2
,SL_EMP_EARN.4,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Technicians and associate professionals,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_3,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Technicians and associate professionals]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_3
,SL_EMP_EARN.4,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Clerical support workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_4,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Clerical support workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_4
,SL_EMP_EARN.4,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Service and sales workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_5,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Service and sales workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_5
,SL_EMP_EARN.4,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 08)","Occupation = Skilled agricultural, forestry and fishery workers",1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_6,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Skilled agricultural, forestry and fishery workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_6
,SL_EMP_EARN.4,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Craft and related trades workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_7,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Craft and related trades workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_7
,SL_EMP_EARN.4,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 08)","Occupation = Plant and machine operators, and assemblers",1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_8,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Plant and machine operators, and assemblers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_8
,SL_EMP_EARN.4,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Elementary occupations,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_9,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Elementary occupations]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_9
,SL_EMP_EARN.4,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Not elsewhere classified,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_X,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Not elsewhere classified]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO08_X
,SL_EMP_EARN.5,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Armed forces ,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_0,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Armed forces]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_0
,SL_EMP_EARN.5,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 88)","Occupation = Legislators, senior officials and managers",1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_1,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Legislators, senior officials and managers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_1
,SL_EMP_EARN.5,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Professionals,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_2,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Professionals]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_2
,SL_EMP_EARN.5,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Technicians and associate professionals,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_3,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Technicians and associate professionals]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_3
,SL_EMP_EARN.5,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Clerks,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_4,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Clerks]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_4
,SL_EMP_EARN.5,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Service workers and shop and market sales workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_5,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Service workers and shop and market sales workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_5
,SL_EMP_EARN.5,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Skilled agricultural and fishery workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_6,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Skilled agricultural and fishery workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_6
,SL_EMP_EARN.5,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Craft and related trades workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_7,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Craft and related trades workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_7
,SL_EMP_EARN.5,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Plant and machine operators and assemblers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_8,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Plant and machine operators and assemblers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_8
,SL_EMP_EARN.5,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Elementary occupations,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_9,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Elementary occupations]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_9
,SL_EMP_EARN.5,"Average hourly earnings of female employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Not elsewhere classified,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_X,"Average hourly earnings of employees by sex and occupation [15 years old and over, Female, Type of occupation = Not elsewhere classified]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--F__OCCUPATION--ISCO88_X
,SL_EMP_EARN.6,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Armed forces ,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_0,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Armed forces occupations]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_0
,SL_EMP_EARN.6,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Managers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_1,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Managers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_1
,SL_EMP_EARN.6,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Professionals,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_2,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Professionals]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_2
,SL_EMP_EARN.6,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Technicians and associate professionals,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_3,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Technicians and associate professionals]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_3
,SL_EMP_EARN.6,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Clerical support workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_4,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Clerical support workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_4
,SL_EMP_EARN.6,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Service and sales workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_5,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Service and sales workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_5
,SL_EMP_EARN.6,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 08)","Occupation = Skilled agricultural, forestry and fishery workers",1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_6,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Skilled agricultural, forestry and fishery workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_6
,SL_EMP_EARN.6,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Craft and related trades workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_7,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Craft and related trades workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_7
,SL_EMP_EARN.6,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 08)","Occupation = Plant and machine operators, and assemblers",1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_8,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Plant and machine operators, and assemblers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_8
,SL_EMP_EARN.6,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Elementary occupations,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_9,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Elementary occupations]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_9
,SL_EMP_EARN.6,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 08)",Occupation = Not elsewhere classified,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_X,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Not elsewhere classified]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO08_X
,SL_EMP_EARN.7,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Armed forces ,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_0,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Armed forces]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_0
,SL_EMP_EARN.7,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 88)","Occupation = Legislators, senior officials and managers",1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_1,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Legislators, senior officials and managers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_1
,SL_EMP_EARN.7,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Professionals,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_2,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Professionals]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_2
,SL_EMP_EARN.7,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Technicians and associate professionals,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_3,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Technicians and associate professionals]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_3
,SL_EMP_EARN.7,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Clerks,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_4,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Clerks]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_4
,SL_EMP_EARN.7,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Service workers and shop and market sales workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_5,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Service workers and shop and market sales workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_5
,SL_EMP_EARN.7,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Skilled agricultural and fishery workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_6,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Skilled agricultural and fishery workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_6
,SL_EMP_EARN.7,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Craft and related trades workers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_7,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Craft and related trades workers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_7
,SL_EMP_EARN.7,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Plant and machine operators and assemblers,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_8,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Plant and machine operators and assemblers]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_8
,SL_EMP_EARN.7,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Elementary occupations,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_9,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Elementary occupations]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_9
,SL_EMP_EARN.7,"Average hourly earnings of male employees 15 years old and over, by type of occupation (ISCO 88)",Occupation = Not elsewhere classified,1,SL_EMP_EARN,,SL_EMP_EARN@AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_X,"Average hourly earnings of employees by sex and occupation [15 years old and over, Male, Type of occupation = Not elsewhere classified]",dcid:sdg/SL_EMP_EARN.AGE--Y_GE15__SEX--M__OCCUPATION--ISCO88_X
,SL_EMP_FTLINJUR.1,"Fatal occupational injuries among employees (per 100,000 employees)",Total,1,SL_EMP_FTLINJUR,"Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",SL_EMP_FTLINJUR,Fatal occupational injuries among employees,dcid:sdg/SL_EMP_FTLINJUR
