Query,SV,Place,Exception,EmptyResult,WrongPlace,ChartSVRank,EmbeddingsSVRank
the middle age of people of some other race in district of columbia,Median_Age_Person_SomeOtherRaceAlone,geoId/11,,,*,-1,4
the age at which half of the people of some other race are older and half are younger in district of columbia,Median_Age_Person_SomeOtherRaceAlone,geoId/11,,,*,-1,0
the average age of people who identify as multiracial in new mexico,Median_Age_Person_TwoOrMoreRaces,geoId/35,,,,2,1
the age at which half of the multiracial population is older and half is younger in new mexico,Median_Age_Person_TwoOrMoreRaces,geoId/35,,,,0,0
the age that divides the multiracial population into two equal groups in new mexico,Median_Age_Person_TwoOrMoreRaces,geoId/35,*,,,,
the average age of foreign-born women who are naturalized us citizens in new hampshire,Median_Age_Person_USCitizenByNaturalization_Female_ForeignBorn,geoId/33,,,*,0,0
the median age of foreign-born women who have become us citizens through naturalization in new hampshire,Median_Age_Person_USCitizenByNaturalization_Female_ForeignBorn,geoId/33,,,,0,0
the middle age of foreign-born women who have been naturalized as us citizens in new hampshire,Median_Age_Person_USCitizenByNaturalization_Female_ForeignBorn,geoId/33,,,*,0,0
the average age of foreign-born us citizens at the time of naturalization in new jersey,Median_Age_Person_USCitizenByNaturalization_ForeignBorn,geoId/34,,,,0,0
the middle age of foreign-born us citizens when they become naturalized citizens in new jersey,Median_Age_Person_USCitizenByNaturalization_ForeignBorn,geoId/34,,,,0,0
the age at which most foreign-born us citizens become naturalized citizens in new jersey,Median_Age_Person_USCitizenByNaturalization_ForeignBorn,geoId/34,,,,0,0
the average age of foreign-born men who are us citizens by naturalization in kansas,Median_Age_Person_USCitizenByNaturalization_Male_ForeignBorn,geoId/20,,,,0,0
the median age of foreign-born men who are us citizens by naturalization in kansas,Median_Age_Person_USCitizenByNaturalization_Male_ForeignBorn,geoId/20,,,,0,0
the middle age of foreign-born men who are us citizens by naturalization in kansas,Median_Age_Person_USCitizenByNaturalization_Male_ForeignBorn,geoId/20,,,,0,0
the average age of white people in the united states in arkansas,Median_Age_Person_WhiteAlone,geoId/05,,,*,0,0
the middle age of white people in the us in arkansas,Median_Age_Person_WhiteAlone,geoId/05,,,*,4,2
the age at which half of white people are older and half are younger in the us in arkansas,Median_Age_Person_WhiteAlone,geoId/05,,,*,0,0
the average age of the non-hispanic or latino white population in west virginia,Median_Age_Person_WhiteAloneNotHispanicOrLatino,geoId/54,,,,0,0
the middle age of the non-hispanic or latino white population in west virginia,Median_Age_Person_WhiteAloneNotHispanicOrLatino,geoId/54,,,,2,1
the age at which half of the non-hispanic or latino white population is older and half is younger in west virginia,Median_Age_Person_WhiteAloneNotHispanicOrLatino,geoId/54,,,,2,1
"the average age of workers who worked in the past 12 months, aged 16 to 64 in connecticut",Median_Age_Person_WorkedInThePast12Months,geoId/09,,,,0,0
"the middle age of workers who worked in the past 12 months, aged 16 to 64 in connecticut",Median_Age_Person_WorkedInThePast12Months,geoId/09,,,,0,0
"the most common age of workers who worked in the past 12 months, aged 16 to 64 in connecticut",Median_Age_Person_WorkedInThePast12Months,geoId/09,,,,0,0
the average size of a farm in the united states in maine,Median_Area_Farm,geoId/23,,,*,1,1
the middle value of the areas of all farms in the united states in maine,Median_Area_Farm,geoId/23,,,*,2,1
the size of a farm that falls in the middle of the range of farm sizes in the united states in maine,Median_Area_Farm,geoId/23,,,*,0,0
the average amount of air pollution in the ozone layer in iron county,Median_Concentration_AirPollutant_Ozone,geoId/26071,,,*,4,2
the middle amount of air pollution in the ozone layer in iron county,Median_Concentration_AirPollutant_Ozone,geoId/26071,,,*,4,2
the amount of air pollution in the ozone layer that is most common in iron county,Median_Concentration_AirPollutant_Ozone,geoId/26071,,,*,4,2
the average amount of air pollution in pm 25 in the united states in christian county,Median_Concentration_AirPollutant_PM2.5,geoId/21047,,,*,4,2
the average concentration of air pollutants in pm 25 in the united states in christian county,Median_Concentration_AirPollutant_PM2.5,geoId/21047,,,*,4,2
the average level of air pollution in pm 25 in the united states in christian county,Median_Concentration_AirPollutant_PM2.5,geoId/21047,,,*,4,2
the average price of a home owned by an individual in the united states in illinois,Median_Cost_HousingUnit_OccupiedHousingUnit_OwnerOccupied_SelectedMonthlyOwnerCosts,geoId/17,,,*,0,0
the average price of a home owned by an individual in illinois,Median_Cost_HousingUnit_OccupiedHousingUnit_OwnerOccupied_SelectedMonthlyOwnerCosts,geoId/17,,,,0,0
the typical cost of a house that is occupied by its owner in illinois,Median_Cost_HousingUnit_OccupiedHousingUnit_OwnerOccupied_SelectedMonthlyOwnerCosts,geoId/17,,,,0,0
the average price of a home with a mortgage in texas,Median_Cost_HousingUnit_WithMortgage_OccupiedHousingUnit_OwnerOccupied_SelectedMonthlyOwnerCosts,geoId/48,,,,0,0
the typical cost of a house with a mortgage in texas,Median_Cost_HousingUnit_WithMortgage_OccupiedHousingUnit_OwnerOccupied_SelectedMonthlyOwnerCosts,geoId/48,,,,0,0
the middle value of homes with mortgages in texas,Median_Cost_HousingUnit_WithMortgage_OccupiedHousingUnit_OwnerOccupied_SelectedMonthlyOwnerCosts,geoId/48,,,,2,1
the median price of a home without a mortgage in alaska,Median_Cost_HousingUnit_WithoutMortgage_OccupiedHousingUnit_OwnerOccupied_SelectedMonthlyOwnerCosts,geoId/02,,,,0,0
the average cost of a home without a mortgage in alaska,Median_Cost_HousingUnit_WithoutMortgage_OccupiedHousingUnit_OwnerOccupied_SelectedMonthlyOwnerCosts,geoId/02,,,,0,0
the typical price of a home without a mortgage in alaska,Median_Cost_HousingUnit_WithoutMortgage_OccupiedHousingUnit_OwnerOccupied_SelectedMonthlyOwnerCosts,geoId/02,,,,0,0
the amount of money that half of all people in the united states earn in massachusetts,Median_Earnings_Person,geoId/25,,,*,10,8
the middle value of all the earnings in the united states in massachusetts,Median_Earnings_Person,geoId/25,,,*,0,0
the average amount of money that all people earn in massachusetts,Median_Earnings_Person,geoId/25,,,,0,0
the average amount of money that people aged 25 or older make in the united states in illinois,Median_Earnings_Person_25OrMoreYears,geoId/17,,,*,0,0
the middle amount of money that people aged 25 or older make in the united states in illinois,Median_Earnings_Person_25OrMoreYears,geoId/17,,,*,0,0
"the amount of money that half of the people aged 25 or older make in the united states, and half of the people aged 25 or older make more than that amount in illinois",Median_Earnings_Person_25OrMoreYears,geoId/17,,,*,0,0
how much money do women make in the us after they turn 25? in utah,Median_Earnings_Person_25OrMoreYears_Female,geoId/49,,,*,0,0
what is the average salary for women in the us who are 25 or older? in utah,Median_Earnings_Person_25OrMoreYears_Female,geoId/49,,,*,0,0
what is the median income for women in the us who are 25 or older? in utah,Median_Earnings_Person_25OrMoreYears_Female,geoId/49,,,*,1,1
the average income of a 25-year-old man in idaho,Median_Earnings_Person_25OrMoreYears_Male,geoId/16,,,,0,0
the amount of money a typical 25-year-old man makes in idaho,Median_Earnings_Person_25OrMoreYears_Male,geoId/16,,,,0,0
the typical salary of a 25-year-old man in idaho,Median_Earnings_Person_25OrMoreYears_Male,geoId/16,,,,0,0
how much money do women make in the us? in florida,Median_Earnings_Person_Female,geoId/12,,,*,10,6
what is the average salary for women in the us? in florida,Median_Earnings_Person_Female,geoId/12,,,*,9,5
what is the median income for women in the us? in florida,Median_Earnings_Person_Female,geoId/12,,,*,1,1
the average amount of money that female inmates in adult correctional facilities earn in oregon,Median_Earnings_Person_Female_ResidesInAdultCorrectionalFacilities,geoId/41,,,,2,1
the middle amount of money that female inmates in adult correctional facilities earn in oregon,Median_Earnings_Person_Female_ResidesInAdultCorrectionalFacilities,geoId/41,,,,2,1
"the amount of money that half of female inmates in adult correctional facilities earn, while the other half earn more in oregon",Median_Earnings_Person_Female_ResidesInAdultCorrectionalFacilities,geoId/41,,,,4,2
how much money do female college students living in student housing typically earn? in new york,Median_Earnings_Person_Female_ResidesInCollegeOrUniversityStudentHousing,geoId/36,,,,4,2
what is the average income for female college students living in student housing? in new york,Median_Earnings_Person_Female_ResidesInCollegeOrUniversityStudentHousing,geoId/36,,,,4,2
what is the median salary for female college students living in student housing? in new york,Median_Earnings_Person_Female_ResidesInCollegeOrUniversityStudentHousing,geoId/36,,,,2,1
the average amount of money that women living in group quarters earn in idaho,Median_Earnings_Person_Female_ResidesInGroupQuarters,geoId/16,,,,6,3
the middle value of the earnings of women living in group quarters in idaho,Median_Earnings_Person_Female_ResidesInGroupQuarters,geoId/16,,,,5,3
"the amount of money that half of women living in group quarters earn more than, and half earn less than in idaho",Median_Earnings_Person_Female_ResidesInGroupQuarters,geoId/16,,,,4,2
how much money do women living in group quarters make? in oklahoma,Median_Earnings_Person_Female_ResidesInInstitutionalizedGroupQuarters,geoId/40,,,,7,4
what is the average income for women living in group quarters? in oklahoma,Median_Earnings_Person_Female_ResidesInInstitutionalizedGroupQuarters,geoId/40,,,,7,4
what is the median salary for women living in group quarters? in oklahoma,Median_Earnings_Person_Female_ResidesInInstitutionalizedGroupQuarters,geoId/40,,,,3,2
how much money do girls in juvenile facilities make on average? in united states,Median_Earnings_Person_Female_ResidesInJuvenileFacilities,country/USA,,,,2,1
what is the average salary for girls in juvenile facilities? in united states,Median_Earnings_Person_Female_ResidesInJuvenileFacilities,country/USA,,,,2,1
what is the median income for girls in juvenile facilities? in united states,Median_Earnings_Person_Female_ResidesInJuvenileFacilities,country/USA,,,,0,0
how much money do women who live in military quarters or military ships make on average? in united states,Median_Earnings_Person_Female_ResidesInMilitaryQuartersOrMilitaryShips,country/USA,,,,2,1
what is the average salary for women who live in military quarters or military ships? in united states,Median_Earnings_Person_Female_ResidesInMilitaryQuartersOrMilitaryShips,country/USA,,,,0,0
what is the median income for women who live in military quarters or military ships? in united states,Median_Earnings_Person_Female_ResidesInMilitaryQuartersOrMilitaryShips,country/USA,,,,0,0
the average amount of money that women living in non-institutional group quarters earn in maryland,Median_Earnings_Person_Female_ResidesInNoninstitutionalizedGroupQuarters,geoId/24,,,,12,7
the middle value of the earnings of women living in non-institutional group quarters in maryland,Median_Earnings_Person_Female_ResidesInNoninstitutionalizedGroupQuarters,geoId/24,,,,7,4
"the amount of money that half of women living in non-institutional group quarters earn more than, and half earn less than in maryland",Median_Earnings_Person_Female_ResidesInNoninstitutionalizedGroupQuarters,geoId/24,,,,5,3
how much money do women living in nursing homes make? in south dakota,Median_Earnings_Person_Female_ResidesInNursingFacilities,geoId/46,,,,2,1
what are the average earnings of women living in nursing homes? in south dakota,Median_Earnings_Person_Female_ResidesInNursingFacilities,geoId/46,,,,2,1
what is the median income for women living in nursing homes? in south dakota,Median_Earnings_Person_Female_ResidesInNursingFacilities,geoId/46,,,,2,1
how much money do men make on average? in arizona,Median_Earnings_Person_Male,geoId/04,,,,6,4
what is the average salary for men? in arizona,Median_Earnings_Person_Male,geoId/04,,,,2,1
what is the median income for men? in arizona,Median_Earnings_Person_Male,geoId/04,,,,1,1
the average amount of money that men in adult correctional facilities earn in connecticut,Median_Earnings_Person_Male_ResidesInAdultCorrectionalFacilities,geoId/09,,,,2,1
