dcid,Name,Description,Override_Alternatives,Curated_Alternatives
SettlementAmount_NaturalHazardInsurance_BuildingStructureAndContents_FloodEvent,"Settlement Amount of Natural Hazard Insurance: Building Structure And Contents, Flood Event",Settlement Amount of Natural Hazard Insurance in Building Structure and Contents,,
ShipmentsOrReceipts_Establishment_NAICSMiningQuarryingOilGasExtraction_WithPayroll,"Shipments or Receipts of Establishment: Mining, Quarrying, And Oil And Gas Extraction (NAICS/21), With Payroll","Shipments of Mining, Quarrying, Oil and Gas Extraction With Payroll",,
StandardizedPrecipitationEvapotranspirationIndex_Atmosphere,Standardized Precipitation Evapotranspiration Index,Atmospheric Standardized Precipitation Evapotranspiration Index,,
StandardizedPrecipitationIndex_Atmosphere,Standardized Precipitation Index,Atmospheric Standardized Precipitation Index,,
StandardizedPrecipitationIndex_Atmosphere_1MonthPeriod,Standardized Precipitation Index: Month 1,Standardized Precipitation Index Measured Over the Previous Month,,
StandardizedPrecipitationIndex_Atmosphere_36MonthPeriod,Standardized Precipitation Index: Month 36,Standardized Precipitation Index Measured Over the Previous 36 months,,
StandardizedPrecipitationIndex_Atmosphere_3MonthPeriod,Standardized Precipitation Index: Month 3,Standardized Precipitation Index Measured Over the Previous 3 Months,,
StandardizedPrecipitationIndex_Atmosphere_6MonthPeriod,Standardized Precipitation Index: Month 6,Standardized Precipitation Index Measured Over the Previous 6 Months,,
StandardizedPrecipitationIndex_Atmosphere_72MonthPeriod,Standardized Precipitation Index: Month 72,Standardized Precipitation Index Measured Over the Previous 72 Months,,
StandardizedPrecipitationIndex_Atmosphere_9MonthPeriod,Standardized Precipitation Index: Month 9,Standardized Precipitation Index Measured Over the Previous 9 Months,,
Temperature,Temperature in a Location,Temperature,,
USStateQuarterlyIndustryGDP_NAICS_11,"Amount of Economic Activity (Nominal): Gross Domestic Production, Agriculture, Forestry, Fishing And Hunting (NAICS/11)","Nominal Gross Domestic Production in Agriculture, Forestry, Fishing, And Hunting Industries",,
USStateQuarterlyIndustryGDP_NAICS_21,"Amount of Economic Activity (Nominal): Gross Domestic Production, Mining, Quarrying, And Oil And Gas Extraction (NAICS/21)",Gross Domestic Production of Mining Quarrying And Oil And Gas Extraction,,
USStateQuarterlyIndustryGDP_NAICS_22,"Amount of Economic Activity (Nominal): Gross Domestic Production, Utilities (NAICS/22)",Amount of Economic Activity in Utilities,,
USStateQuarterlyIndustryGDP_NAICS_23,"Amount of Economic Activity (Nominal): Gross Domestic Production, Construction (NAICS/23)",Amount of Economic Activity in Construction,,
USStateQuarterlyIndustryGDP_NAICS_31_33,"Amount of Economic Activity (Nominal): Gross Domestic Production, Manufacturing (NAICS/31-33)",Amount of Gross Domestic Production Chemical Mechanical or Physical Transformation of Materials Manufacturing,,
USStateQuarterlyIndustryGDP_NAICS_311_316&322_326,"Amount of Economic Activity (Nominal): Gross Domestic Production, NAICS/311-316 & NAICS/322-326",Quarterly Gross Domestic Production of Nondurable Goods Manufacturing Industries,,
USStateQuarterlyIndustryGDP_NAICS_321&327_339,"Amount of Economic Activity (Nominal): Gross Domestic Production, Wood Product Manufacturing (NAICS/321) & NAICS/327-339",Quarterly Gross Domestic Production of Durable Goods Manufacturing Industries,,
USStateQuarterlyIndustryGDP_NAICS_42,"Amount of Economic Activity (Nominal): Gross Domestic Production, Wholesale Trade (NAICS/42)",Amount of Economic Activity For Gross Domestic Production And Wholesale Trade,,
USStateQuarterlyIndustryGDP_NAICS_44_45,"Amount of Economic Activity (Nominal): Gross Domestic Production, Retail Trade (NAICS/44-45)",Gross Domestic Production in Retail Trade,,
USStateQuarterlyIndustryGDP_NAICS_48_49,"Amount of Economic Activity (Nominal): Gross Domestic Production, Transportation And Warehousing (NAICS/48-49)",Amount of Economic Activity Of Gross Domestic Production And Transportation And Warehousing,,
USStateQuarterlyIndustryGDP_NAICS_51,"Amount of Economic Activity (Nominal): Gross Domestic Production, Information (NAICS/51)",Nominal Gross Domestic Production in Information Establishments,,
USStateQuarterlyIndustryGDP_NAICS_52,"Amount of Economic Activity (Nominal): Gross Domestic Production, Finance And Insurance (NAICS/52)","Nominal Amount of Economic Activity in Gross Domestic Production, Finance And Insurance Industries",,
USStateQuarterlyIndustryGDP_NAICS_53,"Amount of Economic Activity (Nominal): Gross Domestic Production, Real Estate And Rental And Leasing (NAICS/53)",Quarterly Gross Domestic Production of Real Estate And Rental And Leasing,,
USStateQuarterlyIndustryGDP_NAICS_54,"Amount of Economic Activity (Nominal): Gross Domestic Production, Professional, Scientific, And Technical Services (NAICS/54)","Amount of Economic Activity of Gross Domestic Production Professional, Scientific, And Technical Services Industries",,
USStateQuarterlyIndustryGDP_NAICS_55,"Amount of Economic Activity (Nominal): Gross Domestic Production, Management of Companies And Enterprises (NAICS/55)",Gross Domestic Production in Management of Companies And Enterprises,,
USStateQuarterlyIndustryGDP_NAICS_56,"Amount of Economic Activity (Nominal): Gross Domestic Production, Administrative And Support And Waste Management Services (NAICS/56)","Nominal Amount of Economic Activity in Gross Domestic Production, Administrative, Support and Waste Management Service Industries",,
USStateQuarterlyIndustryGDP_NAICS_61,"Amount of Economic Activity (Nominal): Gross Domestic Production, Educational Services (NAICS/61)",Gross Domestic Production Educational Services,,
USStateQuarterlyIndustryGDP_NAICS_62,"Amount of Economic Activity (Nominal): Gross Domestic Production, Health Care And Social Assistance (NAICS/62)",Amount of Economic Activity Gross Domestic Production Health Care And Social Assistance,,
USStateQuarterlyIndustryGDP_NAICS_71,"Amount of Economic Activity (Nominal): Gross Domestic Production, Arts, Entertainment, And Recreation (NAICS/71)","Gross Domestic Production in Arts, Entertainment and Recreation Establishments",,
USStateQuarterlyIndustryGDP_NAICS_72,"Amount of Economic Activity (Nominal): Gross Domestic Production, Accommodation And Food Services (NAICS/72)",Accommodation and Food Services,,
USStateQuarterlyIndustryGDP_NAICS_81,"Amount of Economic Activity (Nominal): Gross Domestic Production, Other Services, Except Public Administration (NAICS/81)",Gross Domestic Production And Other Services Except Public Administration,,
WagesAnnual_Establishment,Wages Annual of Establishment,Annual Wages of Establishments,,
WagesAnnual_Establishment_NAICSAccommodationFoodServices,Wages Annual of Establishment: Accommodation And Food Services (NAICS/72),Annual Wages In Accommodation And Food Services,,
WagesAnnual_Establishment_NAICSAdministrativeSupportWasteManagementRemediationServices,Wages Annual of Establishment: Administrative And Support And Waste Management Services (NAICS/56),Annual Wages of Workers in Geographic Area Statistics,,
WagesAnnual_Establishment_NAICSAgricultureForestryFishingHunting,"Wages Annual of Establishment: Agriculture, Forestry, Fishing And Hunting (NAICS/11)","Wages Of Agriculture, Forestry, Fishing And, Hunting Establishments",,
WagesAnnual_Establishment_NAICSArtsEntertainmentRecreation,"Wages Annual of Establishment: Arts, Entertainment, And Recreation (NAICS/71)","Annual Wages of Arts, Entertainment, and Recreation Industries",,
WagesAnnual_Establishment_NAICSConstruction,Wages Annual of Establishment: Construction (NAICS/23),Annual Wages in Construction Industries,,
WagesAnnual_Establishment_NAICSEducationalServices,Wages Annual of Establishment: Educational Services (NAICS/61),Annual Wages of Educational Services Establishments,,
WagesAnnual_Establishment_NAICSFinanceInsurance,Wages Annual of Establishment: Finance And Insurance (NAICS/52),Annual Wages of Finance and Insurance Establishments,,
WagesAnnual_Establishment_NAICSHealthCareSocialAssistance,Wages Annual of Establishment: Health Care And Social Assistance (NAICS/62),Annual Wages of Health Care and Social Assistance Industries,,
WagesAnnual_Establishment_NAICSInformation,Wages Annual of Establishment: Information (NAICS/51),Annual Wages of Information Establishments,,
WagesAnnual_Establishment_NAICSManagementOfCompaniesEnterprises,Wages Annual of Establishment: Management of Companies And Enterprises (NAICS/55),Annual Wages of Management of Companies And Enterprises,,
WagesAnnual_Establishment_NAICSManufacturing,Wages Annual of Establishment: Manufacturing (NAICS/31),Annual Establishment of Manufacturing Industries,,
WagesAnnual_Establishment_NAICSMiningQuarryingOilGasExtraction,"Wages Annual of Establishment: Mining, Quarrying, And Oil And Gas Extraction (NAICS/21)","Annual Wages of Mining, Quarrying, And Oil And Gas Extraction Establishments",,
WagesAnnual_Establishment_NAICSNonclassifiable,Wages Annual of Establishment: Unclassified (NAICS/99),Annual Wages of Unclassified Establishments,,
WagesAnnual_Establishment_NAICSOtherServices,"Wages Annual of Establishment: Other Services, Except Public Administration (NAICS/81)",Annual Wages of Workers in Other Services Except Public Administration,,
WagesAnnual_Establishment_NAICSProfessionalScientificTechnicalServices,"Wages Annual of Establishment: Professional, Scientific, And Technical Services (NAICS/54)","Annual Wages of Workers in Professional, Scientific and Technical Service Industries",,
WagesAnnual_Establishment_NAICSRealEstateRentalLeasing,Wages Annual of Establishment: Real Estate And Rental And Leasing (NAICS/53),Annual Wages of Real Estate And Rental And Leasing Establishments,,
WagesAnnual_Establishment_NAICSRetailTrade,Wages Annual of Establishment: Retail Trade (NAICS/44),Annual Establishment Wages in Retail Trade Sector,,
WagesAnnual_Establishment_NAICSTransportationWarehousing,Wages Annual of Establishment: Transportation And Warehousing (NAICS/48),Annual Wages of Transportation And Warehousing Establishments,,
WagesAnnual_Establishment_NAICSUtilities,Wages Annual of Establishment: Utilities (NAICS/22),Annual Wages Of Utility Industries,,
WagesAnnual_Establishment_NAICSWholesaleTrade,Wages Annual of Establishment: Wholesale Trade (NAICS/42),Annual Establishment Wages in Wholesale Trade Sector,,
WagesTotal_Worker_NAICSGoodsProducing,Wages Total of Person: Goods-producing (NAICS/101),Total Wages of Workers in Goods-Producing Industries,,
WagesTotal_Worker_NAICSServiceProviding,Wages Total of Person: Service-providing (NAICS/102),Total Wages of People in Service-Providing Industries,,
WHO/Adult_daily_tob_use,Prevalence Of Daily Tobacco Use Among Adults (%),Percentage of Prevalence Of Daily Tobacco Use Among Adults,,
WHO/bcgv_Female,"Bcg Immunization Coverage Among One-Year-Olds (%) (bcgv), Female",Percentage of Bcg Immunization Coverage Among Female One-Year-Olds,,
WHO/bcgv_Male,"Bcg Immunization Coverage Among One-Year-Olds (%) (bcgv), Male",Bcg Immunization Coverage Among One-Year-Old Male Population,,
WHO/bcgv_Rural,"Bcg Immunization Coverage Among One-Year-Olds (%) (bcgv), Rural",Percentage Bcg Immunization Coverage Among One-Year-Olds in Rural Areas,,
WHO/bcgv_Urban,"Bcg Immunization Coverage Among One-Year-Olds (%) (bcgv), Urban",Percentage of Urban Bcg Immunization Coverage Among One-Year-Olds,,
WHO/CM_01,Number Of Under-Five Deaths,Deaths of Population Under-Five Years,,
WHO/CM_02,Number Of Infant Deaths,Infant Deaths,,
WHO/CM_03,Number Of Neonatal Deaths,Number of Neonatal Deaths,,
WHO/dptv_Female,"Dtp3 Immunization Coverage Among One-Year-Olds (%), Female",Percentage Dtp3 Immunization Coverage Among Female One-Year-Olds,,
WHO/dptv_Male,"Dtp3 Immunization Coverage Among One-Year-Olds (%), Male",Percentage of Male Population With Dtp3 Immunization Coverage Among One-Year-Olds,,
WHO/dptv_Rural,"Dtp3 Immunization Coverage Among One-Year-Olds (%), Rural",Percentage Dtp3 Immunization Coverage Among One-Year-Olds in Rural Areas,,
WHO/dptv_Urban,"Dtp3 Immunization Coverage Among One-Year-Olds (%), Urban",Percentage of Dtp3 Immunization Coverage Among One-Year-Olds in Urban,,
WHO/fullv_Female,"Full Immunization Coverage Among One-Year-Olds (%) (fullv), Female",Percentage Of Full Immunization Coverage Among Female One-Year-Olds,,
WHO/fullv_Male,"Full Immunization Coverage Among One-Year-Olds (%) (fullv), Male",Percentage of Full Immunization Coverage Among Male Population Aged One-Year-Old,,
WHO/fullv_Rural,"Full Immunization Coverage Among One-Year-Olds (%) (fullv), Rural",Percentage of Full Immunization Coverage Among One-Year-Olds in Rural Areas,,
WHO/fullv_Urban,"Full Immunization Coverage Among One-Year-Olds (%) (fullv), Urban",Percentage Of Full Immunization Coverage Among One-Year-Old In Urban Areas,,
WHO/GDO_q35,Estimated Population-Based Prevalence Of Depression,,,
WHO/LBW_PREVALENCE,"Low Birth Weight, Prevalence (%)",Low Birth Weight Prevalence,,
WHO/M_Est_smk_daily,Estimate Of Daily Tobacco Smoking Prevalence (%),Percentage Estimate Of Daily Tobacco Smoking Prevalences,,
WHO/mslv_Female,"Measles Immunization Coverage Among One-Year-Olds (%) (mslv), Female",Percentage of Measles Immunization Coverage Among Female 1 Year Olds,,
WHO/mslv_Male,"Measles Immunization Coverage Among One-Year-Olds (%) (mslv), Male",Percentage of Measles Immunization Coverage Among Male Population Aged One-Year-Old,,
WHO/mslv_Rural,"Measles Immunization Coverage Among One-Year-Olds (%) (mslv), Rural",Percentage of Measles Immunization Coverage Among 1 Year Old,,
WHO/mslv_Urban,"Measles Immunization Coverage Among One-Year-Olds (%) (mslv), Urban",Percentage of Measles Immunization Coverage Among One-Year-Olds in Urban,,
WHO/NCD_BMI_18A,"Prevalence Of Underweight Among Adults, Bmi < 18 (Age-Standardized Estimate) (%)",,,
WHO/NCD_BMI_30A,"Prevalence Of Obesity Among Adults, Bmi &Greaterequal; 30 (Age-Standardized Estimate) (%)",,,
WHO/NCD_PAC,Prevalence Of Insufficient Physical Activity Among Adults Aged 18+ Years (Crude Estimate) (%),Percentage Prevalence Of Insufficient Physical Activity Among Adults Aged 18+ Years,,
WHO/NTD_1,Number Of New Reported Cases Of Buruli Ulcer,Number of New Reported Cases of Buruli Ulcer,,
WHO/NTD_4,Number Of New Reported Cases Of Human African Trypanosomiasis (T.B. Gambiense),Number Of New Reported Cases Of Human African Trypanosomiasis (T.B. Gambiense),,
WHO/NTD_5,Number Of New Reported Cases Of Human African Trypanosomiasis (T.B. Rhodesiense),New Reported Cases Of Human African Trypanosomiasis,,
WHO/NTD_LEISHCNUM,Number Of Cases Of Cutaneous Leishmaniasis Reported,Reported Cases Of Cutaneous Leishmaniasis,,
WHO/NTD_LEISHVNUM,Number Of Cases Of Visceral Leishmaniasis Reported,Reported Cases of Visceral Leishmaniasis,,
WHO/NTD_LEPR5,Leprosy - Number Of New G2D Cases,,,
WHO/NTD_YAWSNUM,Number Of Cases Of Yaws Reported,Number Of Cases Of Yaws Reported,,
WHO/NUTOVERWEIGHTPREV,Overweight Prevalence Among Children Under 5 Years Of Age (%),Percentage Of Overweight Prevalence Among Children Under 5 Years Old,,
WHO/NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence Of Anaemia In Children Aged 6-59 Months (%),,,
WHO/NUTRITION_WA_2,Prevalence Of Underweight Children Under 5 Years Of Age   (% Weight-For-Age <-2 Sd) (%),Prevalence Of Underweight Children Under 5 Years Of Age,,
WHO/NUTRITION_WH_2,Prevalence Of Wasted Children Under 5 Years Of Age   (% Weight-For-Height <-2 Sd),Prevalence of Wasted Children Under 5 Years Old,,
WHO/NUTRITION_WH_3,Prevalence Of Severely Wasted Children Under 5 Years Of Age   (% Weight-For-Height <-3 Sd),Percentage Prevalence Of Severely Wasted Children Under 5 Years Of Age,,
WHO/NUTSTUNTINGPREV,Stunting Prevalence Among Children Under 5 Years Of Age (%),Percentage of Stunting Prevalence Among Children Under 5 Years Of Age,,
WHO/poliov_Female,"Polio Immunization Coverage Among One-Year-Olds (%) (poliov), Female",Polio Immunization Coverage Among One-Year-Olds Female Population,,
WHO/poliov_Male,"Polio Immunization Coverage Among One-Year-Olds (%) (poliov), Male",,,
WHO/poliov_Rural,"Polio Immunization Coverage Among One-Year-Olds (%) (poliov), Rural",Percentage of Polio Immunization Coverage Among 1-Year-olds in Rural Areas,,
