dcid,Name,Description,Override_Alternatives,Curated_Alternatives
sdg/SP_PSR_SATIS_HLTH.POPULATION_GROUP--POP_A__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group A | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group A | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_HLTH.POPULATION_GROUP--POP_A__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group A | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group A | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_HLTH.POPULATION_GROUP--POP_A__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group A | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group A | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_HLTH.POPULATION_GROUP--POP_A__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group A | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group A | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_HLTH.POPULATION_GROUP--POP_A__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group A | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group A | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_HLTH.POPULATION_GROUP--POP_A__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group A | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group A | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_HLTH.POPULATION_GROUP--POP_B__SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group B | Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group B | Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_HLTH.POPULATION_GROUP--POP_B__SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group B | Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group B | Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_HLTH.POPULATION_GROUP--POP_B__SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group B | Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group B | Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_HLTH.POPULATION_GROUP--POP_B__SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group B | Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group B | Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_HLTH.POPULATION_GROUP--POP_B__SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group B | Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group B | Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_HLTH.POPULATION_GROUP--POP_B__SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group B | Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, healthcare services [Population Group = Population Group B | Service Attribute = Clean and in good condition facilities]",,
sdg/SP_PSR_SATIS_HLTH.SERVICE_ATTRIBUTE--SA_ACCESS,"Proportion of population satisfied with their last experience of public services, healthcare services [Service Attribute = Easy to get to the place]","Proportion of population satisfied with their last experience of public services, healthcare services [Service Attribute = Easy to get to the place]",,
sdg/SP_PSR_SATIS_HLTH.SERVICE_ATTRIBUTE--SA_AFFORD,"Proportion of population satisfied with their last experience of public services, healthcare services [Service Attribute = Affordable]","Proportion of population satisfied with their last experience of public services, healthcare services [Service Attribute = Affordable]",,
sdg/SP_PSR_SATIS_HLTH.SERVICE_ATTRIBUTE--SA_ATTITUDE,"Proportion of population satisfied with their last experience of public services, healthcare services [Service Attribute = Attitude or courtesy of staff]","Proportion of population satisfied with their last experience of public services, healthcare services [Service Attribute = Attitude or courtesy of staff]",,
sdg/SP_PSR_SATIS_HLTH.SERVICE_ATTRIBUTE--SA_AVERAGE,"Proportion of population satisfied with their last experience of public services, healthcare services [Service Attribute = Average of positive responses for the five other aspects]","Proportion of population satisfied with their last experience of public services, healthcare services [Service Attribute = Average of positive responses for the five other aspects]",,
sdg/SP_PSR_SATIS_HLTH.SERVICE_ATTRIBUTE--SA_EQUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Service Attribute = Equal treatment]","Proportion of population satisfied with their last experience of public services, healthcare services [Service Attribute = Equal treatment]",,
sdg/SP_PSR_SATIS_HLTH.SERVICE_ATTRIBUTE--SA_QUALITY,"Proportion of population satisfied with their last experience of public services, healthcare services [Service Attribute = Clean and in good condition facilities]","Proportion of population satisfied with their last experience of public services, healthcare services [Service Attribute = Clean and in good condition facilities]",,
